 1 2 
 1 5 
 1 6 
 2 3 
 2 5 
 2 6 
 2 7 
 3 4 
 3 6 
 3 7 
 3 8 
 4 7 
 4 8 
 5 6 
 5 9 
 5 10 
 6 7 
 6 9 
 6 10 
 6 11 
 7 8 
 7 10 
 7 11 
 7 12 
 8 11 
 8 12 
 9 10 
 10 11 
 11 12 
